,location,name,span,verb
363,1444,Hagrid,Hagrid was beaming.,beaming
364,1445,Harry,"Then there was a great scraping of chairs and the next moment, Harry found himself shaking hands with everyone in the Leaky Cauldron.",found
365,1446,Crockford,"""Doris Crockford, Mr. Potter, can't believe I'm meeting you at last.""",believe
366,1449,Potter,"""Delighted, Mr. Potter, just can't tell you, Diggle's the name, Dedalus Diggle.""",tell
367,1451,Harry,"said Harry, as Dedalus Diggle's top hat fell off in his excitement.",said
368,1454,Diggle,"cried Dedalus Diggle, looking around at everyone.",cried
369,1461,Hagrid,said Hagrid.,said
370,1462,Quirrell,"""Harry, Professor Quirrell will be one of your teachers at Hogwarts.""",be
371,1463,Quirrell,"""P-P-Potter,"" stammered Professor Quirrell, grasping Harry's hand, ""c-can't t-tell you how p-",stammered
372,1465,Quirrell,"""D-Defense Against the D-D-Dark Arts,"" muttered Professor Quirrell, as though he'd rather not think about it.",muttered
373,1471,Quirrell,Professor Quirrell keep Harry to himself,keep
374,1473,Hagrid,"At last, Hagrid managed to make himself heard over the babble.",managed
375,1477,Hagrid,Hagrid grinned at Harry.,grinned
376,1480,Quirrell,"Even Professor Quirrell was tremblin' ter meet yeh -- mind you, he's usually tremblin'.""",was
377,1497,Hagrid,"""Welcome,"" said Hagrid, ""to Diagon Alley.""",said
378,1500,Harry,Harry looked quickly over his shoulder and saw the archway shrink instantly back into solid wall.,looked
379,1503,Hagrid,"""Yeah, you'll be needin' one,"" said Hagrid, ""but we gotta get yer money first.""",said
380,1504,Harry,Harry wished he had about eight more eyes.,wished
381,1513,Hagrid,"""Yeah, that's a goblin,"" said Hagrid quietly as they walked up the white stone steps toward him.",said
382,1515,Harry,", Harry noticed, very long fingers and feet",noticed
383,1530,Hagrid,Hagrid and Harry made for the counter.,made
384,1531,Hagrid,"""Morning,"" said Hagrid to a free goblin.",said
385,1534,Hagrid,"""Got it here somewhere,"" said Hagrid, and he started emptying his pockets onto the counter, scattering a handful of moldy dog biscuits over the goblin's book of numbers.",said
386,1536,Harry,Harry watched the goblin on their right weighing a pile of rubies as big as glowing coals.,watched
387,1537,Hagrid,"""Got it,"" said Hagrid at last, holding up a tiny golden key.",said
388,1540,Hagrid,"""An' I've also got a letter here from Professor Dumbledore,"" said Hagrid importantly, throwing out his chest.",said
389,1546,Hagrid,Once Hagrid had crammed all the dog biscuits back inside his pockets,crammed
390,1548,Harry,Harry asked.,asked
391,1549,Hagrid,"""Can't tell yeh that,"" said Hagrid mysteriously.",said
392,1552,Dumbledore,Dumbledore's trusted me.,trusted
393,1555,Harry,"Harry, who had expected more marble, was surprised.",was
394,1561,Harry,"Harry tried to remember, left, right, right, left, middle fork, right, left, but it was impossible.",tried
395,1565,Harry,"I never know,"" Harry called to Hagrid over the noise of the cart,",called
396,1566,Hagrid,"""Stalagmite's got an 'm' in it,"" said Hagrid.",said
397,1568,Hagrid,"when the cart stopped at last beside a small door in the passage wall, Hagrid got out and had to lean against the wall to stop his knees from trembling.",got
398,1570,Harry,"as it cleared, Harry gasped.",gasped
399,1574,Hagrid,"""All yours,"" smiled Hagrid.",smiled
400,1576,Dursleys,The Dursleys couldn't have known about this or they'd have had it from him faster than blinking.,known
401,1577,Harry,how much Harry cost them to keep,cost
402,1579,Hagrid,Hagrid helped Harry pile some of it into a bag.,helped
403,1590,Griphook,"""Stand back,"" said Griphook importantly.",said
404,1594,Harry,Harry asked.,asked
405,1595,Griphook,"""About once every ten years,"" said Griphook with a rather nasty grin.",said
406,1596,Harry,"Something really extraordinary had to be inside this top security vault, Harry was sure, and he leaned forward eagerly, expecting to see fabulous jewels at the very least -- but at first he thought it was empty.",was
407,1598,Hagrid,Hagrid picked it up and tucked it deep inside his coat.,picked
408,1599,Harry,"Harry longed to know what it was, but knew better than to ask.",longed
409,1600,Hagrid,"""Come on, back in this infernal cart, and don't talk to me on the way back, it's best if I keep me mouth shut,"" said Hagrid.",said
410,1602,Harry,Harry didn't know where to run first now that he had a bag full of money.,know
411,1603,Dudley,than even Dudley had ever had,had
412,1604,Hagrid,"""Might as well get yer uniform,"" said Hagrid, nodding toward Madam Malkin's Robes for All Occasions.",said
413,1607,Harry,"He did still look a bit sick, so Harry entered Madam Malkin's shop alone, feeling nervous.",entered
414,1608,Malkin,"Madam Malkin was a squat, smiling witch dressed all in mauve.",was
415,1610,Harry,when Harry started to speak,started
416,1613,Malkin,"Madam Malkin stood Harry on a stool next to him) slipped a long robe over his head, and began to pin it to the right length.",stood
417,1615,Harry,"""Yes,"" said Harry.",said
418,1624,Harry,"""No,"" said Harry.",said
419,1626,Harry,"""No,"" Harry said again, wondering what on earth Quidditch could be.",said
420,1629,Harry,"""No,"" said Harry, feeling more stupid by the minute.",said
421,1631,Harry,"""Mmm,"" said Harry, wishing he could say something a bit more interesting.",said
422,1634,Hagrid,"Hagrid was standing there, grinning at Harry and pointing at two large ice creams to show he couldn't come in.",standing
423,1635,Harry,"""That's Hagrid,"" said Harry, pleased to know something the boy didn't.",said
424,1639,Harry,"""He's the gamekeeper,"" said Harry.",said
425,1643,Harry,"""I think he's brilliant,"" said Harry coldly.",said
426,1648,Harry,"""They're dead,"" said Harry shortly.",said
427,1663,Hagrid,said Hagrid.,said
428,1664,Harry,"""Nothing,"" Harry lied.",lied
429,1666,Harry,Harry cheered up a bit when he found a bottle of ink that changed color as you wrote.,cheered
430,1667,Quidditch,"Hagrid, what's Quidditch",'s
431,1669,Harry,"""Don't make me feel worse,"" said Harry.",said
432,1685,Harry,"""I bet I'm in Hufflepuff"" said Harry gloomily.",said
433,1686,Hagrid,"""Better Hufflepuff than Slytherin,"" said Hagrid darkly.",said
434,1690,Hagrid,"""Years an' years ago,"" said Hagrid.",said
435,1692,Dudley,"Even Dudley, who never read anything, would have been wild to get his hands on some of these.",been
436,1695,Hagrid,"""I'm not sayin' that's not a good idea, but yer not ter use magic in the Muggle world except in very special circumstances,"" said Hagrid.",said
437,1697,Harry,"Harry buy a solid gold cauldron, either",buy
438,1701,Hagrid,"Outside the Apothecary, Hagrid checked Harry's list again.",checked
439,1703,Harry,Harry felt himself go red.,felt
440,1711,Harry,"Harry now carried a large cage that held a beautiful snowy owl, fast asleep with her head under her wing.",carried
441,1714,Don,"""Don' expect you've had a lotta presents from them Dursleys.",expect
442,1716,Harry,what Harry had been really looking forward to,looking
443,1721,Hagrid,that Hagrid sat on to wait,sat
444,1722,Harry,Harry felt strangely as though he had entered a very strict library,felt
445,1726,Harry,Harry jumped.,jumped
446,1727,Hagrid,"Hagrid must have jumped, too, because there was a loud crunching noise and he got quickly off the spindly chair.",jumped
447,1729,Harry,"""Hello,"" said Harry awkwardly.",said
448,1739,Ollivander,Mr. Ollivander moved closer to Harry.,moved
449,1740,Harry,Harry wished he would blink.,wished
450,1747,Ollivander,Mr. Ollivander had come so close that he and Harry were almost nose to nose.,come
451,1748,Harry,Harry could see himself reflected in those misty eyes.,see
452,1750,Ollivander,"Mr. Ollivander touched the lightning scar on Harry's forehead with a long, white finger.",touched
453,1759,Hagrid,"""It was, sir, yes,"" said Hagrid.",said
454,1762,Ollivander,"said Mr. Ollivander, suddenly stern.",said
455,1763,Hagrid,"""Er -- yes, they did, yes,"" said Hagrid, shuffling his feet.",said
456,1766,Ollivander,said Mr. Ollivander sharply.,said
457,1767,Hagrid,"""Oh, no, sit,"" said Hagrid quickly.",said
458,1768,Harry,Harry noticed he gripped his pink umbrella very tightly as he spoke.,noticed
459,1769,Ollivander,"""Hmmm,"" said Mr. Ollivander, giving Hagrid a piercing look.",said
460,1774,Harry,"""Er -- well, I'm right-handed,"" said Harry.",said
461,1782,Harry,"Harry suddenly realized that the tape measure, which was measuring between his nostrils, was doing this on its own.",realized
462,1783,Ollivander,"Mr. Ollivander was flitting around the shelves, taking down boxes.",flitting
463,1796,Harry,"Harry tried -- but he had hardly raised the wand when it, too, was snatched back by Mr. Ollivander.",tried
464,1799,Harry,Harry tried.,tried
465,1801,Ollivander,what Mr. Ollivander was waiting for,waiting
466,1802,Ollivander,Mr. Ollivander pulled from the shelves,pulled
467,1805,Harry,Harry took the wand.,took
468,1812,Harry,"""Sorry,"" said Harry, ""but what's curious?""",said
469,1813,Ollivander,Mr. Ollivander fixed Harry with his pale stare.,fixed
470,1818,Harry,Harry swallowed.,swallowed
471,1824,Harry,Harry shivered.,shivered
472,1826,Ollivander,Mr. Ollivander bowed them from his shop.,bowed
473,1827,Harry,"as Harry and Hagrid made their way back down Diagon Alley, back through the wall, back through the Leaky Cauldron, now empty",made
474,1828,Harry,Harry didn't speak at all as they walked down the road,speak
475,1832,Harry,Harry kept looking around.,kept
476,1835,Hagrid,"Yer very quiet,"" said Hagrid.",said
477,1836,Harry,Harry wasn't sure he could explain.,was
478,1843,Hagrid,Hagrid leaned across the table.,leaned
479,1852,Hagrid,Hagrid helped Harry on to the train that would take him back to the Dursleys,helped
480,1864,Harry,"Harry kept to his room, with his new owl for company.",kept
481,1867,Hedwig,Hedwig swooping in and out of the open window as she pleased,swooping
482,1868,Hedwig,because Hedwig kept bringing back dead mice,kept
483,1869,Harry,"Every night before he went to sleep, Harry ticked off another day on the piece of paper he had pinned to the wall, counting down to September the first.",ticked
484,1871,Dudley,Dudley screamed and ran from the room.,screamed
485,1873,Vernon,Uncle Vernon grunted to show he was listening.,grunted
486,1875,Vernon,Uncle Vernon grunted again.,grunted
487,1878,Harry,Harry supposed that meant yes.,supposed
488,1880,Vernon,when Uncle Vernon actually spoke,spoke
489,1883,Harry,Harry didn't say anything.,say
490,1885,Harry,"""I don't know,"" said Harry, realizing this for the first time.",said
491,1886,Hagrid,Hagrid had given him out of his pocket,given
492,1891,Vernon,"""Don't talk rubbish,"" said Uncle Vernon.",said
493,1894,Vernon,"""Barking,"" said Uncle Vernon, ""howling mad, the lot of them.",said
494,1900,Harry,"Harry asked, trying to keep things friendly.",asked
495,1901,Vernon,"""Taking Dudley to the hospital,"" growled Uncle Vernon.",growled
496,1903,Harry,Harry woke at five o'clock the next morning and was too excited and nervous to go back to sleep.,woke
497,1905,Dursleys,for the Dursleys to get up,get
498,1906,Petunia,"Two hours later, Harry's huge, heavy trunk had been loaded into the Dursleys' car, Aunt Petunia had talked Dudley into sitting next to Harry, and they had set off.",talked
499,1908,Vernon,Uncle Vernon dumped Harry's trunk onto a cart and wheeled it into the station for him.,dumped
500,1915,Vernon,"""Have a good term,"" said Uncle Vernon with an even nastier smile.",said
501,1925,Harry,"Getting desperate, Harry asked for the train that left at eleven o'clock, but the guard said there wasn't one.",asked
502,1927,Harry,Harry was now trying hard not to panic.,trying
503,1929,Hagrid,"Hagrid must have forgotten to tell him something you had to do, like tapping the third brick on the left to get into Diagon Alley.",forgotten
504,1933,Harry,Harry swung round.,swung
505,1936,Harry,"Heart hammering, Harry pushed his cart after them.",pushed
506,1945,Harry,"Harry watched, careful not to blink in case he missed it -- but just as the boy reached the dividing barrier between the two platforms, a large crowd of tourists came swarming in front of him and by the time the last backpack had cleared away, the boy had vanished.",watched
507,1955,Harry,"""Excuse me,"" Harry said to the plump woman.",said
508,1961,Harry,"""Yes,"" said Harry.",said
509,1964,Harry,Harry nodded.,nodded
510,1970,Harry,"""Er -- okay,"" said Harry.",said
511,1975,Harry,Harry walked more quickly.,walked
512,1980,Harry,"Harry looked behind him and saw a wrought-iron archway where the barrier had been, with the words Platform Nine and Three-Quarters on it",looked
513,1984,Harry,Harry pushed his cart off down the platform in search of an empty seat.,pushed
514,1988,Lee,"""Give us a look, Lee, go on.""",go
515,1990,Harry,Harry pressed on through the crowd until he found an empty compartment near the end of the train.,pressed
